id	x	y	z
254	4	45	-0.084788697
255	5	45	-0.105653268
256	6	45	-0.117534048
257	7	45	-0.120701326
258	8	45	-0.11568085
259	9	45	-0.103235827
260	10	45	-0.084343234
261	11	45	-0.06016498
262	12	45	-0.03201466
263	13	45	-0.001320664
264	14	45	0.03041347
265	15	45	0.061650514
266	16	45	0.090861858
267	17	45	0.116569654
268	18	45	0.137387812
269	19	45	0.152060875
270	20	45	0.15949985
271	21	45	0.158814137
272	22	45	0.149338789
273	23	45	0.130656434
274	24	45	0.102613301
275	25	45	0.065328952
276	26	45	0.01919941
277	27	45	-0.035106421
278	28	45	-0.096657042
279	29	45	-0.164275185
280	30	45	-0.236560844
281	31	45	-0.311920082
282	32	45	-0.388598995
283	33	45	-0.464722142
284	34	45	-0.538334618
285	35	45	-0.607446863
286	36	45	-0.670081241
287	37	45	-0.724319352
288	38	45	-0.76834904
289	39	45	-0.800510033
290	40	45	-0.819337184
291	41	45	-0.823600306
292	42	45	-0.81233968
293	43	45	-0.78489637
294	44	45	-0.740936607
295	45	45	-0.680469597
296	46	45	-0.60385827
297	47	45	-0.511822598
298	48	45	-0.405435302
299	49	45	-0.28610989
300	50	45	-0.155581157
301	1	44	0.162058766
302	2	44	0.231140856
303	3	44	0.303356585
304	4	44	0.376989806
305	5	44	0.450201794
306	6	44	0.52107287
307	7	44	0.587646803
308	8	44	0.647976976
309	9	44	0.700173327
310	10	44	0.742449011
311	11	44	0.77316572
312	12	44	0.790876649
313	13	44	0.794366096
314	14	44	0.782684773
315	15	44	0.755179977
316	16	44	0.711519872
317	17	44	0.651711256
318	18	44	0.576110306
319	19	44	0.485425957
320	20	44	0.380715714
321	21	44	0.263373846
322	22	44	0.135112099
323	23	44	-0.00206681
324	24	44	-0.145902461
325	25	44	-0.293916198
326	26	44	-0.443456054
327	27	44	-0.591746298
328	28	44	-0.735940641
329	29	44	-0.873178074
330	30	44	-1.000640206
331	31	44	-1.115608962
332	32	44	-1.215523454
333	33	44	-1.298034852
334	34	44	-1.3610581
335	35	44	-1.402819377
336	36	44	-1.421898282
337	37	44	-1.417263791
338	38	44	-1.388303188
339	39	44	-1.334843268
340	40	44	-1.257163277
341	41	44	-1.155999218
342	42	44	-1.032539288
343	43	44	-0.888410442
344	44	44	-0.725656202
345	45	44	-0.546706029
346	46	44	-0.354336768
347	47	44	-0.151626784
348	48	44	0.058096383
349	49	44	0.271313912
350	50	44	0.484378101
351	1	43	0.871515282
352	2	43	0.995640533
353	3	43	1.107323905
354	4	43	1.204045158
355	5	43	1.283495182
356	6	43	1.34362721
357	7	43	1.3827038
358	8	43	1.399338553
359	9	43	1.392531636
360	10	43	1.361698303
361	11	43	1.306689733
362	12	43	1.227805643
363	13	43	1.125798307
364	14	43	1.001867773
365	15	43	0.857648246
366	16	43	0.695185776
367	17	43	0.516907577
368	18	43	0.325583463
369	19	43	0.124280055
370	20	43	-0.08369145
371	21	43	-0.29483299
372	22	43	-0.505521794
373	23	43	-0.712075818
374	24	43	-0.91082123
375	25	43	-1.098160672
376	26	43	-1.270640976
377	27	43	-1.425019032
378	28	43	-1.558324523
379	29	43	-1.667918283
380	30	43	-1.751545119
381	31	43	-1.807380033
382	32	43	-1.8340669
383	33	43	-1.830748791
384	34	43	-1.797089295
385	35	43	-1.733284356
386	36	43	-1.640064324
387	37	43	-1.518686095
388	38	43	-1.370915428
389	39	43	-1.198999693
390	40	43	-1.005631494
391	41	43	-0.793903804
392	42	43	-0.567257387
393	43	43	-0.329421465
394	44	43	-0.084348698
395	45	43	0.163854335
396	46	43	0.410999871
397	47	43	0.652893559
398	48	43	0.885409552
399	49	43	1.10456466
400	50	43	1.30659021
401	1	42	1.665937431
402	2	42	1.74608758
403	3	42	1.798506631
404	4	42	1.821881768
405	5	42	1.815398194
406	6	42	1.778759909
407	7	42	1.71220102
408	8	42	1.616487288
409	9	42	1.492907811
410	10	42	1.343256906
411	11	42	1.16980648
412	12	42	0.975269321
413	13	42	0.762753961
414	14	42	0.535711879
415	15	42	0.297878021
416	16	42	0.053205687
417	17	42	-0.194203009
418	18	42	-0.440169821
419	19	42	-0.680514871
420	20	42	-0.911131543
421	21	42	-1.128060418
422	22	42	-1.327560815
423	23	42	-1.506178637
424	24	42	-1.660809211
425	25	42	-1.78875395
426	26	42	-1.887769762
427	27	42	-1.956110267
428	28	42	-1.99255803
429	29	42	-1.996447215
430	30	42	-1.967676199
431	31	42	-1.906709919
432	32	42	-1.814571896
433	33	42	-1.692826078
434	34	42	-1.543548839
435	35	42	-1.369291659
436	36	42	-1.173035182
437	37	42	-0.958135517
438	38	42	-0.728263779
439	39	42	-0.487340024
440	40	42	-0.239462789
441	41	42	0.011164417
442	42	42	0.260308308
443	43	42	0.503781312
444	44	42	0.737515922
445	45	42	0.957636556
446	46	42	1.160527587
447	47	42	1.342896284
448	48	42	1.501829528
449	49	42	1.634843269
450	50	42	1.739923831
451	1	41	1.993497552
452	2	41	1.96120066
453	3	41	1.896790069
454	4	41	1.801333188
455	5	41	1.676436242
456	6	41	1.524215724
457	7	41	1.347260552
458	8	41	1.148585645
459	9	41	0.931577776
460	10	41	0.699934726
461	11	41	0.457598865
462	12	41	0.208686419
463	13	41	-0.042586268
464	14	41	-0.291978095
465	15	41	-0.535298773
466	16	41	-0.768483217
467	17	41	-0.987663361
468	18	41	-1.189236074
469	19	41	-1.369925938
470	20	41	-1.526841724
471	21	41	-1.657525553
472	22	41	-1.759993858
473	23	41	-1.832769422
474	24	41	-1.874903947
475	25	41	-1.885990783
476	26	41	-1.86616764
477	27	41	-1.816109298
478	28	41	-1.737010523
479	29	41	-1.630559562
480	30	41	-1.498902803
481	31	41	-1.344601326
482	32	41	-1.170580213
483	33	41	-0.980071657
484	34	41	-0.776552966
485	35	41	-0.563680709
486	36	41	-0.345222254
487	37	41	-0.124986039
488	38	41	0.093248095
489	39	41	0.305797191
490	40	41	0.509140803
491	41	41	0.699982726
492	42	41	0.875307709
493	43	41	1.032432127
494	44	41	1.169047694
495	45	41	1.283257483
496	46	41	1.373603637
497	47	41	1.439086356
498	48	41	1.479173897
499	49	41	1.493803508
500	50	41	1.483373411
501	1	40	1.626663297
502	2	40	1.491556261
503	3	40	1.333903816
504	4	40	1.156673032
505	5	40	0.963136154
506	6	40	0.756808107
507	7	40	0.54138017
508	8	40	0.320651085
509	9	40	0.098456946
510	10	40	-0.121398805
511	11	40	-0.335213945
512	12	40	-0.539453315
513	13	40	-0.730810717
514	14	40	-0.906265731
515	15	40	-1.063134421
516	16	40	-1.199113029
517	17	40	-1.312313909
518	18	40	-1.401293097
519	19	40	-1.465069097
520	20	40	-1.503132621
521	21	40	-1.515447225
522	22	40	-1.502440934
523	23	40	-1.464989153
524	24	40	-1.404389296
525	25	40	-1.32232777
526	26	40	-1.220840041
527	27	40	-1.102264683
528	28	40	-0.969192389
529	29	40	-0.824411036
530	30	40	-0.670847936
531	31	40	-0.511510475
532	32	40	-0.349426339
533	33	40	-0.18758452
534	34	40	-0.028878287
535	35	40	0.123948779
536	36	40	0.268352637
537	37	40	0.4020336
538	38	40	0.522975258
539	39	40	0.629476842
540	40	40	0.72017846
541	41	40	0.794078817
542	42	40	0.850545171
543	43	40	0.889315458
544	44	40	0.910492679
545	45	40	0.914531787
546	46	40	0.902219485
547	47	40	0.874647484
548	48	40	0.833179888
549	49	40	0.779415507
550	50	40	0.715145988
551	1	39	0.820247916
552	2	39	0.66338241
553	3	39	0.500844278
554	4	39	0.335700127
555	5	39	0.170975957
556	6	39	0.009599677
557	7	39	-0.145653257
558	8	39	-0.292210079
559	9	39	-0.42774584
560	10	39	-0.550222632
561	11	39	-0.65792218
562	12	39	-0.749471268
563	13	39	-0.823859592
564	14	39	-0.880449799
565	15	39	-0.918979641
566	16	39	-0.939556336
567	17	39	-0.942643376
568	18	39	-0.929040199
569	19	39	-0.899855268
570	20	39	-0.856473234
571	21	39	-0.800516981
572	22	39	-0.73380545
573	23	39	-0.658308207
574	24	39	-0.576097786
575	25	39	-0.489300875
576	26	39	-0.400049418
577	27	39	-0.310432693
578	28	39	-0.222451404
579	29	39	-0.137974767
580	30	39	-0.058701478
581	31	39	0.013874617
582	32	39	0.078493467
583	33	39	0.134151784
584	34	39	0.180119627
585	35	39	0.215950288
586	36	39	0.241483351
587	37	39	0.256840939
588	38	39	0.262417302
589	39	39	0.258862063
590	40	39	0.247057571
591	41	39	0.228090936
592	42	39	0.20322144
593	43	39	0.173844114
594	44	39	0.141450363
595	45	39	0.107586566
596	46	39	0.07381164
597	47	39	0.041654565
598	48	39	0.012572859
599	49	39	-0.012087011
600	50	39	-0.03112636
601	1	38	0.134409904
602	2	38	0.051951638
603	3	38	-0.023722281
604	4	38	-0.091314973
605	5	38	-0.149787901
606	6	38	-0.198377863
607	7	38	-0.236607254
608	8	38	-0.264287482
609	9	38	-0.281515531
610	10	38	-0.28866383
611	11	38	-0.286363748
612	12	38	-0.275483144
613	13	38	-0.257098563
614	14	38	-0.232462759
615	15	38	-0.202968342
616	16	38	-0.170108418
617	17	38	-0.135435169
618	18	38	-0.100517344
619	19	38	-0.066897657
620	20	38	-0.036051112
621	21	38	-0.009345201
622	22	38	0.011997066
623	23	38	0.026930453
624	24	38	0.034616323
625	25	38	0.034446311
626	26	38	0.026060293
627	27	38	0.009358207
628	28	38	-0.015494569
629	29	38	-0.048068429
630	30	38	-0.087677341
631	31	38	-0.133393107
632	32	38	-0.184065763
633	33	38	-0.238349707
634	34	38	-0.294734974
635	35	38	-0.351582982
636	36	38	-0.407165961
637	37	38	-0.459709171
638	38	38	-0.507434989
639	39	38	-0.548607839
640	40	38	-0.58157897
641	41	38	-0.604830035
642	42	38	-0.617014463
643	43	38	-0.616995662
644	44	38	-0.603881129
645	45	38	-0.577051646
646	46	38	-0.536184829
647	47	38	-0.481272411
648	48	38	-0.412630782
649	49	38	-0.330904441
650	50	38	-0.237062157
651	1	37	0.045551367
652	2	37	0.081980721
653	3	37	0.124582623
654	4	37	0.172244266
655	5	37	0.223656053
656	6	37	0.277342455
657	7	37	0.33169735
658	8	37	0.385023065
659	9	37	0.435572245
660	10	37	0.481591602
661	11	37	0.521366557
662	12	37	0.553265758
663	13	37	0.575784436
664	14	37	0.587585614
665	15	37	0.587538167
666	16	37	0.574750858
667	17	37	0.548601499
668	18	37	0.50876051
669	19	37	0.455208273
670	20	37	0.38824578
671	21	37	0.308498249
672	22	37	0.216911497
673	23	37	0.114741045
674	24	37	0.003534069
675	25	37	-0.114895535
676	26	37	-0.238498532
677	27	37	-0.365027614
678	28	37	-0.492079845
679	29	37	-0.617143458
680	30	37	-0.737648086
681	31	37	-0.851017402
682	32	37	-0.954723105
683	33	37	-1.046339124
684	34	37	-1.123594911
685	35	37	-1.184426679
686	36	37	-1.227025493
687	37	37	-1.249881148
688	38	37	-1.251820858
689	39	37	-1.23204187
690	40	37	-1.190137235
691	41	37	-1.126114084
692	42	37	-1.040403927
693	43	37	-0.933864624
694	44	37	-0.807773866
695	45	37	-0.663814154
696	46	37	-0.504049453
697	47	37	-0.330893861
698	48	37	-0.147072793
699	49	37	0.044422649
700	50	37	0.240387313
701	1	36	0.615395912
702	2	36	0.732610624
703	3	36	0.842742289
704	4	36	0.943302285
705	5	36	1.031903291
706	6	36	1.106312103
707	7	36	1.164500412
708	8	36	1.204692445
709	9	36	1.225408427
710	10	36	1.225502874
711	11	36	1.204196859
712	12	36	1.16110346
713	13	36	1.096245771
714	14	36	1.010066973
715	15	36	0.903432134
716	16	36	0.777621575
717	17	36	0.634315784
718	18	36	0.475572064
719	19	36	0.30379326
720	20	36	0.121689051
721	21	36	-0.067769508
722	22	36	-0.261401405
723	23	36	-0.455872103
724	24	36	-0.647753951
725	25	36	-0.833589425
726	26	36	-1.009955996
727	27	36	-1.17353138
728	28	36	-1.321157877
729	29	36	-1.449904553
730	30	36	-1.557126003
731	31	36	-1.640516525
732	32	36	-1.698158591
733	33	36	-1.728564604
734	34	36	-1.730711079
735	35	36	-1.704064467
736	36	36	-1.648598071
737	37	36	-1.564799616
738	38	36	-1.453669231
739	39	36	-1.316707794
740	40	36	-1.155895771
741	41	36	-0.97366285
742	42	36	-0.772848885
743	43	36	-0.556656801
744	44	36	-0.328598297
745	45	36	-0.092433313
746	46	36	0.147895644
747	47	36	0.388333102
748	48	36	0.624782882
749	49	36	0.853181649
750	50	36	1.069572404
751	1	35	1.448113709
752	2	35	1.551895768
753	3	35	1.631903092
754	4	35	1.686260795
755	5	35	1.713522859
756	6	35	1.712705766
757	7	35	1.683313822
758	8	35	1.625355569
759	9	35	1.539350892
760	10	35	1.42632858
761	11	35	1.287814288
762	12	35	1.125809034
763	13	35	0.94275856
764	14	35	0.741514045
765	15	35	0.525284848
766	16	35	0.297584106
767	17	35	0.062168165
768	18	35	-0.177029067
769	19	35	-0.415965628
770	20	35	-0.6505636
771	21	35	-0.87678245
772	22	35	-1.09069223
773	23	35	-1.288545271
774	24	35	-1.466845013
775	25	35	-1.622410645
776	26	35	-1.752436343
777	27	35	-1.854543945
778	28	35	-1.926828066
779	29	35	-1.967892756
780	30	35	-1.976878999
781	31	35	-1.953482485
782	32	35	-1.897961308
783	33	35	-1.811133404
784	34	35	-1.694363747
785	35	35	-1.549541524
786	36	35	-1.379047688
787	37	35	-1.185713471
788	38	35	-0.972770629
789	39	35	-0.743794312
790	40	35	-0.50263965
791	41	35	-0.25337319
792	42	35	-0.000200491
793	43	35	0.25260879
794	44	35	0.500796935
795	45	35	0.740193894
796	46	35	0.966791313
797	47	35	1.176813479
798	48	35	1.366783879
799	49	35	1.533586124
800	50	35	1.674518151
801	1	34	1.965275877
802	2	34	1.970737965
803	3	34	1.943892046
804	4	34	1.885040205
805	5	34	1.795042897
806	6	34	1.675305586
807	7	34	1.527755395
808	8	34	1.354808161
809	9	34	1.159326495
810	10	34	0.944569614
811	11	34	0.714135858
812	12	34	0.471898967
813	13	34	0.221939278
814	14	34	-0.031528855
815	15	34	-0.284232097
816	16	34	-0.531914207
817	17	34	-0.77041175
818	18	34	-0.995728034
819	19	34	-1.2041039
820	20	34	-1.39208406
821	21	34	-1.556577746
822	22	34	-1.694912566
823	23	34	-1.804880577
824	24	34	-1.884775742
825	25	34	-1.933422095
826	26	34	-1.950192128
827	27	34	-1.935015092
828	28	34	-1.888375097
829	29	34	-1.811299093
830	30	34	-1.705334999
831	31	34	-1.572520444
832	32	34	-1.415342748
833	33	34	-1.236690944
834	34	34	-1.039800779
835	35	34	-0.828193773
836	36	34	-0.605611517
837	37	34	-0.375946466
838	38	34	-0.143170561
839	39	34	0.088736979
840	40	34	0.315861306
841	41	34	0.534421719
842	42	34	0.740838246
843	43	34	0.931793819
844	44	34	1.104290894
845	45	34	1.255701512
846	46	34	1.383809906
847	47	34	1.486846928
848	48	34	1.563515722
849	49	34	1.61300825
850	50	34	1.635012455
851	1	33	1.807647228
852	2	33	1.698197807
853	3	33	1.561992969
854	4	33	1.401562823
855	5	33	1.219837326
856	6	33	1.020090764
857	7	33	0.805880328
858	8	33	0.580979956
859	9	33	0.349310725
860	10	33	0.114869117
861	11	33	-0.118345479
862	12	33	-0.34640267
863	13	33	-0.565511006
864	14	33	-0.772084685
865	15	33	-0.962805775
866	16	33	-1.134680825
867	17	33	-1.285090856
868	18	33	-1.411833823
869	19	33	-1.513158851
870	20	33	-1.587791648
871	21	33	-1.634950725
872	22	33	-1.654354207
873	23	33	-1.646217194
874	24	33	-1.611239861
875	25	33	-1.550586593
876	26	33	-1.465856697
877	27	33	-1.359047329
878	28	33	-1.232509469
879	29	33	-1.088897865
880	30	33	-0.931115997
881	31	33	-0.762257203
882	32	33	-0.58554315
883	33	33	-0.404260893
884	34	33	-0.221699771
885	35	33	-0.041089372
886	36	33	0.134460222
887	37	33	0.302014774
888	38	33	0.458867753
889	39	33	0.60258675
890	40	33	0.731053627
891	41	33	0.842497678
892	42	33	0.935521264
893	43	33	1.009117526
894	44	33	1.062679936
895	45	33	1.096003649
896	46	33	1.10927874
897	47	33	1.103075613
898	48	33	1.078323016
899	49	33	1.036279216
900	50	33	0.97849707
901	1	32	1.084720994
902	2	32	0.923589247
903	3	32	0.751483554
904	4	32	0.57166545
905	5	32	0.387459891
906	6	32	0.202191692
907	7	32	0.019123069
908	8	32	-0.158606508
909	9	32	-0.328036995
910	10	32	-0.486439928
911	11	32	-0.631365093
912	12	32	-0.760680858
913	13	32	-0.872607481
914	14	32	-0.965742823
915	15	32	-1.039080085
916	16	32	-1.092017335
917	17	32	-1.124358769
918	18	32	-1.136307812
919	19	32	-1.128452338
920	20	32	-1.101742443
921	21	32	-1.057461342
922	22	32	-0.997190114
923	23	32	-0.92276711
924	24	32	-0.836242981
925	25	32	-0.7398323
926	26	32	-0.635862875
927	27	32	-0.526723842
928	28	32	-0.414813642
929	29	32	-0.302489006
930	30	32	-0.19201599
931	31	32	-0.085524087
932	32	32	0.015035667
933	33	32	0.107927745
934	34	32	0.191663623
935	35	32	0.265027128
936	36	32	0.32709317
937	37	32	0.377239566
938	38	32	0.415151799
939	39	32	0.440820696
940	40	32	0.45453321
941	41	32	0.456856581
942	42	32	0.448616338
943	43	32	0.430868718
944	44	32	0.404868186
945	45	32	0.372030872
946	46	32	0.333894778
947	47	32	0.292077737
948	48	32	0.248234074
949	49	32	0.204011007
950	50	32	0.161005793
951	1	31	0.298661791
952	2	31	0.184976879
953	3	31	0.075366124
954	4	31	-0.028182177
955	5	31	-0.123896951
956	6	31	-0.210256246
957	7	31	-0.286012966
958	8	31	-0.350213958
959	9	31	-0.402212149
960	10	31	-0.44167158
961	11	31	-0.46856533
962	12	31	-0.483166478
963	13	31	-0.486032416
964	14	31	-0.477982953
965	15	31	-0.460072776
966	16	31	-0.43355898
967	17	31	-0.399864455
968	18	31	-0.360538009
969	19	31	-0.317212176
970	20	31	-0.271559707
971	21	31	-0.225249743
972	22	31	-0.179904696
973	23	31	-0.137058822
974	24	31	-0.098119433
975	25	31	-0.064331637
976	26	31	-0.036747397
977	27	31	-0.016199613
978	28	31	-0.003281819
979	29	31	0.001666077
980	30	31	-0.001434345
981	31	31	-0.012398691
982	32	31	-0.030785004
983	33	31	-0.055905467
984	34	31	-0.086844277
985	35	31	-0.122481286
986	36	31	-0.161520863
987	37	31	-0.202525318
988	38	31	-0.243952109
989	39	31	-0.284193996
990	40	31	-0.321621194
991	41	31	-0.354624569
992	42	31	-0.381658864
993	43	31	-0.401284942
994	44	31	-0.412210066
995	45	31	-0.413325247
996	46	31	-0.40373877
997	47	31	-0.382805078
998	48	31	-0.350148299
999	49	31	-0.305679791
1000	50	31	-0.249609256
1001	1	30	-0.004511852
1002	2	30	-0.004578657
1003	3	30	0.003290602
1004	4	30	0.018690743
1005	5	30	0.040969448
1006	6	30	0.069244729
1007	7	30	0.102428177
1008	8	30	0.139253457
1009	9	30	0.178309383
1010	10	30	0.218076826
1011	11	30	0.25696858
1012	12	30	0.293371286
1013	13	30	0.325688424
1014	14	30	0.352383388
1015	15	30	0.372021614
1016	16	30	0.383310801
1017	17	30	0.385138237
1018	18	30	0.376604359
1019	19	30	0.357051713
1020	20	30	0.326088602
1021	21	30	0.283606811
1022	22	30	0.229792924
1023	23	30	0.165132899
1024	24	30	0.090409691
1025	25	30	0.006693896
1026	26	30	-0.084672491
1027	27	30	-0.182098935
1028	28	30	-0.283775421
1029	29	30	-0.387707175
1030	30	30	-0.49175436
1031	31	30	-0.593675943
1032	32	30	-0.691176854
1033	33	30	-0.781957435
1034	34	30	-0.863764159
1035	35	30	-0.93444052
1036	36	30	-0.991977015
1037	37	30	-1.034559107
1038	38	30	-1.060612112
1039	39	30	-1.068842007
1040	40	30	-1.058271204
1041	41	30	-1.028268454
1042	42	30	-0.978572155
1043	43	30	-0.909306438
1044	44	30	-0.820989601
1045	45	30	-0.71453456
1046	46	30	-0.59124118
1047	47	30	-0.452780509
1048	48	30	-0.301171106
1049	49	30	-0.138747812
1050	50	30	0.031876525
1051	1	29	0.385792886
1052	2	29	0.486593172
1053	3	29	0.585322644
1054	4	29	0.67972498
1055	5	29	0.767538313
1056	6	29	0.846545486
1057	7	29	0.914624506
1058	8	29	0.969798092
1059	9	29	1.010281241
1060	10	29	1.034525745
1061	11	29	1.041260656
1062	12	29	1.02952776
1063	13	29	0.998711228
1064	14	29	0.948560705
1065	15	29	0.879207239
1066	16	29	0.791171598
1067	17	29	0.685364662
1068	18	29	0.563079756
1069	19	29	0.425976929
1070	20	29	0.276059391
1071	21	29	0.115642441
1072	22	29	-0.052684586
1073	23	29	-0.226102701
1074	24	29	-0.401613169
1075	25	29	-0.576092006
1076	26	29	-0.746348059
1077	27	29	-0.909183536
1078	28	29	-1.061455811
1079	29	29	-1.2001393
1080	30	29	-1.32238615
1081	31	29	-1.425584539
1082	32	29	-1.507413384
1083	33	29	-1.565892321
1084	34	29	-1.599425919
1085	35	29	-1.606841166
1086	36	29	-1.587417406
1087	37	29	-1.54090805
1088	38	29	-1.467553518
1089	39	29	-1.368085063
1090	40	29	-1.243719289
1091	41	29	-1.096143345
1092	42	29	-0.927491004
1093	43	29	-0.740309945
1094	44	29	-0.537520814
1095	45	29	-0.322368724
1096	46	29	-0.098368077
1097	47	29	0.130758321
1098	48	29	0.361144734
1099	49	29	0.588851362
1100	50	29	0.809935305
1101	1	28	1.198459508
1102	2	28	1.31731079
1103	3	28	1.417166649
1104	4	28	1.495747816
1105	5	28	1.551114756
