id	x	y	z
144	44	3	-8
145	45	3	-8
146	46	3	-8
147	47	3	-8
148	48	3	-8
149	49	3	-8
150	50	3	-8
151	1	4	-8
152	2	4	-8
153	3	4	-8
154	4	4	-8
155	5	4	-8
156	6	4	-8
157	7	4	-8
158	8	4	-8
159	9	4	-8
160	10	4	-8
161	11	4	-8
162	12	4	-8
163	13	4	-8
164	14	4	-8
165	15	4	-8
166	16	4	-8
167	17	4	-8
168	18	4	-8
169	19	4	-8
170	20	4	-8
171	21	4	-8
172	22	4	-8
173	23	4	-8
174	24	4	-8
175	25	4	-8
176	26	4	-8
177	27	4	-8
178	28	4	-8
179	29	4	-8
180	30	4	-8
181	31	4	-8
182	32	4	-8
183	33	4	-8
184	34	4	-8
185	35	4	-8
186	36	4	-8
187	37	4	-8
188	38	4	-8
189	39	4	-8
190	40	4	-8
191	41	4	-8
192	42	4	-8
193	43	4	-8
194	44	4	-8
195	45	4	-8
196	46	4	-8
197	47	4	-8
198	48	4	-8
199	49	4	-8
200	50	4	-8
201	1	5	-8
202	2	5	-8
203	3	5	-8
204	4	5	-8
205	5	5	-8
206	6	5	-8
207	7	5	-8
208	8	5	-8
209	9	5	-8
210	10	5	-8
211	11	5	-8
212	12	5	-8
213	13	5	-8
214	14	5	-8
215	15	5	-8
216	16	5	-8
217	17	5	-8
218	18	5	-8
219	19	5	-8
220	20	5	-8
221	21	5	-8
222	22	5	-8
223	23	5	-8
224	24	5	-8
225	25	5	-8
226	26	5	-8
227	27	5	-8
228	28	5	-8
229	29	5	-8
230	30	5	-8
231	31	5	-8
232	32	5	-8
233	33	5	-8
234	34	5	-8
235	35	5	-8
236	36	5	-8
237	37	5	-8
238	38	5	-8
239	39	5	-8
240	40	5	-8
241	41	5	-8
242	42	5	-8
243	43	5	-8
244	44	5	-8
245	45	5	-8
246	46	5	-8
247	47	5	-8
248	48	5	-8
249	49	5	-8
250	50	5	-8
251	1	6	-8
252	2	6	-8
253	3	6	-8
254	4	6	-8
255	5	6	-8
256	6	6	-8
257	7	6	-8
258	8	6	-8
259	9	6	-8
260	10	6	-8
261	11	6	-8
262	12	6	-8
263	13	6	-8
264	14	6	-8
265	15	6	-8
266	16	6	-8
267	17	6	-8
268	18	6	-8
269	19	6	-8
270	20	6	-8
271	21	6	-8
272	22	6	-8
273	23	6	-8
274	24	6	-8
275	25	6	-8
276	26	6	-8
277	27	6	-8
278	28	6	-8
279	29	6	-8
280	30	6	-8
281	31	6	-8
282	32	6	-8
283	33	6	-8
284	34	6	-8
285	35	6	-8
286	36	6	-8
287	37	6	-8
288	38	6	-8
289	39	6	-8
290	40	6	-8
291	41	6	-8
292	42	6	-8
293	43	6	-8
294	44	6	-8
295	45	6	-8
296	46	6	-8
297	47	6	-8
298	48	6	-8
299	49	6	-8
300	50	6	-8
301	1	7	-8
302	2	7	-8
303	3	7	-8
304	4	7	-8
305	5	7	-8
306	6	7	-8
307	7	7	-8
308	8	7	-8
309	9	7	-8
310	10	7	-8
311	11	7	-8
312	12	7	-8
313	13	7	-8
314	14	7	-8
315	15	7	-8
316	16	7	-8
317	17	7	-8
318	18	7	-8
319	19	7	-8
320	20	7	-8
321	21	7	-8
322	22	7	-8
323	23	7	-8
324	24	7	-8
325	25	7	-8
326	26	7	-8
327	27	7	-8
328	28	7	-8
329	29	7	-8
330	30	7	-8
331	31	7	-8
332	32	7	-8
333	33	7	-8
334	34	7	-8
335	35	7	-8
336	36	7	-8
337	37	7	-8
338	38	7	-8
339	39	7	-8
340	40	7	-8
341	41	7	-8
342	42	7	-8
343	43	7	-8
344	44	7	-8
345	45	7	-8
346	46	7	-8
347	47	7	-8
348	48	7	-8
349	49	7	-8
350	50	7	-8
351	1	8	-8
352	2	8	-8
353	3	8	-8
354	4	8	-8
355	5	8	-8
356	6	8	-8
357	7	8	-8
358	8	8	-8
359	9	8	-8
360	10	8	-8
361	11	8	-8
362	12	8	-8
363	13	8	-8
364	14	8	-8
365	15	8	-8
366	16	8	-8
367	17	8	-8
368	18	8	-8
369	19	8	-8
370	20	8	-8
371	21	8	-8
372	22	8	-8
373	23	8	-8
374	24	8	-8
375	25	8	-8
376	26	8	-8
377	27	8	-8
378	28	8	-8
379	29	8	-8
380	30	8	-8
381	31	8	-8
382	32	8	-8
383	33	8	-8
384	34	8	-8
385	35	8	-8
386	36	8	-8
387	37	8	-8
388	38	8	-8
389	39	8	-8
390	40	8	-8
391	41	8	-8
392	42	8	-8
393	43	8	-8
394	44	8	-8
395	45	8	-8
396	46	8	-8
397	47	8	-8
398	48	8	-8
399	49	8	-8
400	50	8	-8
401	1	9	-8
402	2	9	-8
403	3	9	-8
404	4	9	-8
405	5	9	-8
406	6	9	-8
407	7	9	-8
408	8	9	-8
409	9	9	-8
410	10	9	-8
411	11	9	-8
412	12	9	-8
413	13	9	-8
414	14	9	-8
415	15	9	-8
416	16	9	-8
417	17	9	-8
418	18	9	-8
419	19	9	-8
420	20	9	-8
421	21	9	-8
422	22	9	-8
423	23	9	-8
424	24	9	-8
425	25	9	-8
426	26	9	-8
427	27	9	-8
428	28	9	-8
429	29	9	-8
430	30	9	-8
431	31	9	-8
432	32	9	-8
433	33	9	-8
434	34	9	-8
435	35	9	-8
436	36	9	-8
437	37	9	-8
438	38	9	-8
439	39	9	-8
440	40	9	-8
441	41	9	-8
442	42	9	-8
443	43	9	-8
444	44	9	-8
445	45	9	-8
446	46	9	-8
447	47	9	-8
448	48	9	-8
449	49	9	-8
450	50	9	-8
451	1	10	-8
452	2	10	-8
453	3	10	-8
454	4	10	-8
455	5	10	-8
456	6	10	-8
457	7	10	-8
458	8	10	-8
459	9	10	-8
460	10	10	-8
461	11	10	-8
462	12	10	-8
463	13	10	-8
464	14	10	-8
465	15	10	-8
466	16	10	-8
467	17	10	-8
468	18	10	-8
469	19	10	-8
470	20	10	-8
471	21	10	-8
472	22	10	-8
473	23	10	-8
474	24	10	-8
475	25	10	-8
476	26	10	-8
477	27	10	-8
478	28	10	-8
479	29	10	-8
480	30	10	-8
481	31	10	-8
482	32	10	-8
483	33	10	-8
484	34	10	-8
485	35	10	-8
486	36	10	-8
487	37	10	-8
488	38	10	-8
489	39	10	-8
490	40	10	-8
491	41	10	-8
492	42	10	-8
493	43	10	-8
494	44	10	-8
495	45	10	-8
496	46	10	-8
497	47	10	-8
498	48	10	-8
499	49	10	-8
500	50	10	-8
501	1	11	-8
502	2	11	-8
503	3	11	-8
504	4	11	-8
505	5	11	-8
506	6	11	-8
507	7	11	-8
508	8	11	-8
509	9	11	-8
510	10	11	-8
511	11	11	-8
512	12	11	-8
513	13	11	-8
514	14	11	-8
515	15	11	-8
516	16	11	-8
517	17	11	-8
518	18	11	-8
519	19	11	-8
520	20	11	-8
521	21	11	-8
522	22	11	-8
523	23	11	-8
524	24	11	-8
525	25	11	-8
526	26	11	-8
527	27	11	-8
528	28	11	-8
529	29	11	-8
530	30	11	-8
531	31	11	-8
532	32	11	-8
533	33	11	-8
534	34	11	-8
535	35	11	-8
536	36	11	-8
537	37	11	-8
538	38	11	-8
539	39	11	-8
540	40	11	-8
541	41	11	-8
542	42	11	-8
543	43	11	-8
544	44	11	-8
545	45	11	-8
546	46	11	-8
547	47	11	-8
548	48	11	-8
549	49	11	-8
550	50	11	-8
551	1	12	-8
552	2	12	-8
553	3	12	-8
554	4	12	-8
555	5	12	-8
556	6	12	-8
557	7	12	-8
558	8	12	-8
559	9	12	-8
560	10	12	-8
561	11	12	-8
562	12	12	-8
563	13	12	-8
564	14	12	-8
565	15	12	-8
566	16	12	-8
567	17	12	-8
568	18	12	-8
569	19	12	-8
570	20	12	-8
571	21	12	-8
572	22	12	-8
573	23	12	-8
574	24	12	-8
575	25	12	-8
576	26	12	-8
577	27	12	-8
578	28	12	-8
579	29	12	-8
580	30	12	-8
581	31	12	-8
582	32	12	-8
583	33	12	-8
584	34	12	-8
585	35	12	-8
586	36	12	-8
587	37	12	-8
588	38	12	-8
589	39	12	-8
590	40	12	-8
591	41	12	-8
592	42	12	-8
593	43	12	-8
594	44	12	-8
595	45	12	-8
596	46	12	-8
597	47	12	-8
598	48	12	-8
599	49	12	-8
600	50	12	-8
601	1	13	-8
602	2	13	-8
603	3	13	-8
604	4	13	-8
605	5	13	-8
606	6	13	-8
607	7	13	-8
608	8	13	-8
609	9	13	-8
610	10	13	-8
611	11	13	-8
612	12	13	-8
613	13	13	-8
614	14	13	-8
615	15	13	-8
616	16	13	-8
617	17	13	-8
618	18	13	-8
619	19	13	-8
620	20	13	-8
621	21	13	-8
622	22	13	-8
623	23	13	-8
624	24	13	-8
625	25	13	-8
626	26	13	-8
627	27	13	-8
628	28	13	-8
629	29	13	-8
630	30	13	-8
631	31	13	-8
632	32	13	-8
633	33	13	-8
634	34	13	-8
635	35	13	-8
636	36	13	-8
637	37	13	-8
638	38	13	-8
639	39	13	-8
640	40	13	-8
641	41	13	-8
642	42	13	-8
643	43	13	-8
644	44	13	-8
645	45	13	-8
646	46	13	-8
647	47	13	-8
648	48	13	-8
649	49	13	-8
650	50	13	-8
651	1	14	-8
652	2	14	-8
653	3	14	-8
654	4	14	-8
655	5	14	-8
656	6	14	-8
657	7	14	-8
658	8	14	-8
659	9	14	-8
660	10	14	-8
661	11	14	-8
662	12	14	-8
663	13	14	-8
664	14	14	-8
665	15	14	-8
666	16	14	-8
667	17	14	-8
668	18	14	-8
669	19	14	-8
670	20	14	-8
671	21	14	-8
672	22	14	-8
673	23	14	-8
674	24	14	-8
675	25	14	-8
676	26	14	-8
677	27	14	-8
678	28	14	-8
679	29	14	-8
680	30	14	-8
681	31	14	-8
682	32	14	-8
683	33	14	-8
684	34	14	-8
685	35	14	-8
686	36	14	-8
687	37	14	-8
688	38	14	-8
689	39	14	-8
690	40	14	-8
691	41	14	-8
692	42	14	-8
693	43	14	-8
694	44	14	-8
695	45	14	-8
696	46	14	-8
697	47	14	-8
698	48	14	-8
699	49	14	-8
700	50	14	-8
701	1	15	-8
702	2	15	-8
703	3	15	-8
704	4	15	-8
705	5	15	-8
706	6	15	-8
707	7	15	-8
708	8	15	-8
709	9	15	-8
710	10	15	-8
711	11	15	-8
712	12	15	-8
713	13	15	-8
714	14	15	-8
715	15	15	-8
716	16	15	-8
717	17	15	-8
718	18	15	-8
719	19	15	-8
720	20	15	-8
721	21	15	-8
722	22	15	-8
723	23	15	-8
724	24	15	-8
725	25	15	-8
726	26	15	-8
727	27	15	-8
728	28	15	-8
729	29	15	-8
730	30	15	-8
731	31	15	-8
732	32	15	-8
733	33	15	-8
734	34	15	-8
735	35	15	-8
736	36	15	-8
737	37	15	-8
738	38	15	-8
739	39	15	-8
740	40	15	-8
741	41	15	-8
742	42	15	-8
743	43	15	-8
744	44	15	-8
745	45	15	-8
746	46	15	-8
747	47	15	-8
748	48	15	-8
749	49	15	-8
750	50	15	-8
751	1	16	-8
752	2	16	-8
753	3	16	-8
754	4	16	-8
755	5	16	-8
756	6	16	-8
757	7	16	-8
758	8	16	-8
759	9	16	-8
760	10	16	-8
761	11	16	-8
762	12	16	-8
763	13	16	-8
764	14	16	-8
765	15	16	-8
766	16	16	-8
767	17	16	-8
768	18	16	-8
769	19	16	-8
770	20	16	-8
771	21	16	-8
772	22	16	-8
773	23	16	-8
774	24	16	-8
775	25	16	-8
776	26	16	-8
777	27	16	-8
778	28	16	-8
779	29	16	-8
780	30	16	-8
781	31	16	-8
782	32	16	-8
783	33	16	-8
784	34	16	-8
785	35	16	-8
786	36	16	-8
787	37	16	-8
788	38	16	-8
789	39	16	-8
790	40	16	-8
791	41	16	-8
792	42	16	-8
793	43	16	-8
794	44	16	-8
795	45	16	-8
796	46	16	-8
797	47	16	-8
798	48	16	-8
799	49	16	-8
800	50	16	-8
801	1	17	-8
802	2	17	-8
803	3	17	-8
804	4	17	-8
805	5	17	-8
806	6	17	-8
807	7	17	-8
808	8	17	-8
809	9	17	-8
810	10	17	-8
811	11	17	-8
812	12	17	-8
813	13	17	-8
814	14	17	-8
815	15	17	-8
816	16	17	-8
817	17	17	-8
818	18	17	-8
819	19	17	-8
820	20	17	-8
821	21	17	-8
822	22	17	-8
823	23	17	-8
824	24	17	-8
825	25	17	-8
826	26	17	-8
827	27	17	-8
828	28	17	-8
829	29	17	-8
830	30	17	-8
831	31	17	-8
832	32	17	-8
833	33	17	-8
834	34	17	-8
835	35	17	-8
836	36	17	-8
837	37	17	-8
838	38	17	-8
839	39	17	-8
840	40	17	-8
841	41	17	-8
842	42	17	-8
843	43	17	-8
844	44	17	-8
845	45	17	-8
846	46	17	-8
847	47	17	-8
848	48	17	-8
849	49	17	-8
850	50	17	-8
851	1	18	-8
852	2	18	-8
853	3	18	-8
854	4	18	-8
855	5	18	-8
856	6	18	-8
857	7	18	-8
858	8	18	-8
859	9	18	-8
860	10	18	-8
861	11	18	-8
862	12	18	-8
863	13	18	-8
864	14	18	-8
865	15	18	-8
866	16	18	-8
867	17	18	-8
868	18	18	-8
869	19	18	-8
870	20	18	-8
871	21	18	-8
872	22	18	-8
873	23	18	-8
874	24	18	-8
875	25	18	-8
876	26	18	-8
877	27	18	-8
878	28	18	-8
879	29	18	-8
880	30	18	-8
881	31	18	-8
882	32	18	-8
883	33	18	-8
884	34	18	-8
885	35	18	-8
886	36	18	-8
887	37	18	-8
888	38	18	-8
889	39	18	-8
890	40	18	-8
891	41	18	-8
892	42	18	-8
893	43	18	-8
894	44	18	-8
895	45	18	-8
896	46	18	-8
897	47	18	-8
898	48	18	-8
899	49	18	-8
900	50	18	-8
901	1	19	-8
902	2	19	-8
903	3	19	-8
904	4	19	-8
905	5	19	-8
906	6	19	-8
907	7	19	-8
908	8	19	-8
909	9	19	-8
910	10	19	-8
911	11	19	-8
912	12	19	-8
913	13	19	-8
914	14	19	-8
915	15	19	-8
916	16	19	-8
917	17	19	-8
918	18	19	-8
919	19	19	-8
920	20	19	-8
921	21	19	-8
922	22	19	-8
923	23	19	-8
924	24	19	-8
925	25	19	-8
926	26	19	-8
927	27	19	-8
928	28	19	-8
929	29	19	-8
930	30	19	-8
931	31	19	-8
932	32	19	-8
933	33	19	-8
934	34	19	-8
935	35	19	-8
936	36	19	-8
937	37	19	-8
938	38	19	-8
939	39	19	-8
940	40	19	-8
941	41	19	-8
942	42	19	-8
943	43	19	-8
944	44	19	-8
945	45	19	-8
946	46	19	-8
947	47	19	-8
948	48	19	-8
949	49	19	-8
950	50	19	-8
951	1	20	-8
952	2	20	-8
953	3	20	-8
954	4	20	-8
955	5	20	-8
956	6	20	-8
957	7	20	-8
958	8	20	-8
959	9	20	-8
960	10	20	-8
961	11	20	-8
962	12	20	-8
963	13	20	-8
964	14	20	-8
965	15	20	-8
966	16	20	-8
967	17	20	-8
968	18	20	-8
969	19	20	-8
970	20	20	-8
971	21	20	-8
972	22	20	-8
973	23	20	-8
974	24	20	-8
975	25	20	-8
976	26	20	-8
977	27	20	-8
978	28	20	-8
979	29	20	-8
980	30	20	-8
981	31	20	-8
982	32	20	-8
983	33	20	-8
984	34	20	-8
985	35	20	-8
986	36	20	-8
987	37	20	-8
988	38	20	-8
989	39	20	-8
990	40	20	-8
991	41	20	-8
992	42	20	-8
993	43	20	-8
994	44	20	-8
995	45	20	-8
996	46	20	-8
997	47	20	-8
998	48	20	-8
999	49	20	-8
1000	50	20	-8
1001	1	21	-8
1002	2	21	-8
1003	3	21	-8
1004	4	21	-8
1005	5	21	-8
1006	6	21	-8
1007	7	21	-8
1008	8	21	-8
1009	9	21	-8
1010	10	21	-8
1011	11	21	-8
1012	12	21	-8
1013	13	21	-8
1014	14	21	-8
1015	15	21	-8
1016	16	21	-8
1017	17	21	-8
1018	18	21	-8
1019	19	21	-8
1020	20	21	-8
1021	21	21	-8
1022	22	21	-8
1023	23	21	-8
1024	24	21	-8
1025	25	21	-8
1026	26	21	-8
1027	27	21	-8
1028	28	21	-8
1029	29	21	-8
1030	30	21	-8
1031	31	21	-8
1032	32	21	-8
1033	33	21	-8
1034	34	21	-8
1035	35	21	-8
1036	36	21	-8
1037	37	21	-8
1038	38	21	-8
1039	39	21	-8
1040	40	21	-8
1041	41	21	-8
1042	42	21	-8
1043	43	21	-8
1044	44	21	-8
1045	45	21	-8
1046	46	21	-8
1047	47	21	-8
1048	48	21	-8
1049	49	21	-8
1050	50	21	-8
1051	1	22	-8
1052	2	22	-8
1053	3	22	-8
1054	4	22	-8
1055	5	22	-8
1056	6	22	-8
1057	7	22	-8
1058	8	22	-8
1059	9	22	-8
1060	10	22	-8
1061	11	22	-8
1062	12	22	-8
1063	13	22	-8
1064	14	22	-8
1065	15	22	-8
1066	16	22	-8
1067	17	22	-8
1068	18	22	-8
1069	19	22	-8
1070	20	22	-8
1071	21	22	-8
1072	22	22	-8
1073	23	22	-8
1074	24	22	-8
1075	25	22	-8
1076	26	22	-8
1077	27	22	-8
1078	28	22	-8
1079	29	22	-8
1080	30	22	-8
1081	31	22	-8
1082	32	22	-8
1083	33	22	-8
1084	34	22	-8
1085	35	22	-8
1086	36	22	-8
1087	37	22	-8
1088	38	22	-8
1089	39	22	-8
1090	40	22	-8
1091	41	22	-8
1092	42	22	-8
1093	43	22	-8
1094	44	22	-8
1095	45	22	-8
1096	46	22	-8
1097	47	22	-8
1098	48	22	-8
1099	49	22	-8
1100	50	22	-8
1101	1	23	-8
1102	2	23	-8
1103	3	23	-8
1104	4	23	-8
1105	5	23	-8
1106	6	23	-8
1107	7	23	-8
1108	8	23	-8
1109	9	23	-8
1110	10	23	-8
1111	11	23	-8
1112	12	23	-8
1113	13	23	-8
1114	14	23	-8
1115	15	23	-8
1116	16	23	-8
1117	17	23	-8
1118	18	23	-8
1119	19	23	-8
1120	20	23	-8
1121	21	23	-8
1122	22	23	-8
1123	23	23	-8
1124	24	23	-8
1125	25	23	-8
1126	26	23	-8
1127	27	23	-8
1128	28	23	-8
1129	29	23	-8
1130	30	23	-8
1131	31	23	-8
1132	32	23	-8
1133	33	23	-8
1134	34	23	-8
1135	35	23	-8
1136	36	23	-8
1137	37	23	-8
1138	38	23	-8
1139	39	23	-8
1140	40	23	-8
1141	41	23	-8
1142	42	23	-8
1143	43	23	-8
1144	44	23	-8
1145	45	23	-8
1146	46	23	-8
1147	47	23	-8
1148	48	23	-8
1149	49	23	-8
1150	50	23	-8
1151	1	24	-8
1152	2	24	-8
1153	3	24	-8
1154	4	24	-8
1155	5	24	-8
1156	6	24	-8
1157	7	24	-8
1158	8	24	-8
1159	9	24	-8
1160	10	24	-8
1161	11	24	-8
1162	12	24	-8
1163	13	24	-8
1164	14	24	-8
1165	15	24	-8
1166	16	24	-8
1167	17	24	-8
1168	18	24	-8
1169	19	24	-8
1170	20	24	-8
1171	21	24	-8
1172	22	24	-8
1173	23	24	-8
1174	24	24	-8
1175	25	24	-8
1176	26	24	-8
1177	27	24	-8
1178	28	24	-8
1179	29	24	-8
1180	30	24	-8
1181	31	24	-8
1182	32	24	-8
1183	33	24	-8
1184	34	24	-8
1185	35	24	-8
1186	36	24	-8
1187	37	24	-8
1188	38	24	-8
1189	39	24	-8
1190	40	24	-8
1191	41	24	-8
1192	42	24	-8
1193	43	24	-8
1194	44	24	-8
1195	45	24	-8
1196	46	24	-8
1197	47	24	-8
1198	48	24	-8
1199	49	24	-8
1200	50	24	-8
1201	1	25	-8
1202	2	25	-8
1203	3	25	-8
1204	4	25	-8
1205	5	25	-8
1206	6	25	-8
1207	7	25	-8
1208	8	25	-8
1209	9	25	-8
1210	10	25	-8
1211	11	25	-8
1212	12	25	-8
1213	13	25	-8
1214	14	25	-8
1215	15	25	-8
1216	16	25	-8
1217	17	25	-8
1218	18	25	-8
1219	19	25	-8
1220	20	25	-8
1221	21	25	-8
1222	22	25	-8
1223	23	25	-8
1224	24	25	-8
1225	25	25	-8
1226	26	25	-8
1227	27	25	-8
1228	28	25	-8
1229	29	25	-8
1230	30	25	-8
1231	31	25	-8
1232	32	25	-8
1233	33	25	-8
1234	34	25	-8
1235	35	25	-8
1236	36	25	-8
1237	37	25	-8
1238	38	25	-8
1239	39	25	-8
1240	40	25	-8
1241	41	25	-8
1242	42	25	-8
1243	43	25	-8
1244	44	25	-8
1245	45	25	-8
1246	46	25	-8
1247	47	25	-8
1248	48	25	-8
1249	49	25	-8
1250	50	25	-8
1251	1	26	-8
1252	2	26	-8
1253	3	26	-8
1254	4	26	-8
1255	5	26	-8
1256	6	26	-8
1257	7	26	-8
1258	8	26	-8
1259	9	26	-8
1260	10	26	-8
1261	11	26	-8
1262	12	26	-8
1263	13	26	-8
1264	14	26	-8
1265	15	26	-8
1266	16	26	-8
1267	17	26	-8
1268	18	26	-8
1269	19	26	-8
1270	20	26	-8
1271	21	26	-8
1272	22	26	-8
1273	23	26	-8
1274	24	26	-8
1275	25	26	-8
1276	26	26	-8
1277	27	26	-8
1278	28	26	-8
1279	29	26	-8
1280	30	26	-8
1281	31	26	-8
1282	32	26	-8
1283	33	26	-8
1284	34	26	-8
1285	35	26	-8
1286	36	26	-8
1287	37	26	-8
1288	38	26	-8
1289	39	26	-8
1290	40	26	-8
1291	41	26	-8
1292	42	26	-8
1293	43	26	-8
1294	44	26	-8
1295	45	26	-8
1296	46	26	-8
1297	47	26	-8
1298	48	26	-8
1299	49	26	-8
1300	50	26	-8
1301	1	27	-8
1302	2	27	-8
1303	3	27	-8
1304	4	27	-8
1305	5	27	-8
1306	6	27	-8
1307	7	27	-8
1308	8	27	-8
1309	9	27	-8
1310	10	27	-8
1311	11	27	-8
1312	12	27	-8
1313	13	27	-8
1314	14	27	-8
1315	15	27	-8
1316	16	27	-8
1317	17	27	-8
1318	18	27	-8
1319	19	27	-8
1320	20	27	-8
1321	21	27	-8
1322	22	27	-8
1323	23	27	-8
1324	24	27	-8
1325	25	27	-8
1326	26	27	-8
1327	27	27	-8
1328	28	27	-8
1329	29	27	-8
1330	30	27	-8
1331	31	27	-8
1332	32	27	-8
1333	33	27	-8
1334	34	27	-8
1335	35	27	-8
1336	36	27	-8
1337	37	27	-8
1338	38	27	-8
1339	39	27	-8
1340	40	27	-8
1341	41	27	-8
1342	42	27	-8
1343	43	27	-8
1344	44	27	-8
1345	45	27	-8
1346	46	27	-8
1347	47	27	-8
1348	48	27	-8
1349	49	27	-8
1350	50	27	-8
1351	1	28	-8
1352	2	28	-8
1353	3	28	-8
1354	4	28	-8
1355	5	28	-8
1356	6	28	-8
1357	7	28	-8
1358	8	28	-8
1359	9	28	-8
1360	10	28	-8
1361	11	28	-8
1362	12	28	-8
1363	13	28	-8
1364	14	28	-8
1365	15	28	-8
1366	16	28	-8
1367	17	28	-8
1368	18	28	-8
1369	19	28	-8
1370	20	28	-8
1371	21	28	-8
1372	22	28	-8
1373	23	28	-8
1374	24	28	-8
1375	25	28	-8
1376	26	28	-8
1377	27	28	-8
1378	28	28	-8
1379	29	28	-8
1380	30	28	-8
1381	31	28	-8
1382	32	28	-8
1383	33	28	-8
1384	34	28	-8
1385	35	28	-8
1386	36	28	-8
1387	37	28	-8
1388	38	28	-8
1389	39	28	-8
1390	40	28	-8
1391	41	28	-8
1392	42	28	-8
1393	43	28	-8
1394	44	28	-8
1395	45	28	-8
1396	46	28	-8
1397	47	28	-8
1398	48	28	-8
1399	49	28	-8
1400	50	28	-8
1401	1	29	-8
1402	2	29	-8
1403	3	29	-8
1404	4	29	-8
1405	5	29	-8
1406	6	29	-8
1407	7	29	-8
1408	8	29	-8
1409	9	29	-8
1410	10	29	-8
1411	11	29	-8
1412	12	29	-8
1413	13	29	-8
1414	14	29	-8
1415	15	29	-8
1416	16	29	-8
1417	17	29	-8
1418	18	29	-8
1419	19	29	-8
1420	20	29	-8
1421	21	29	-8
1422	22	29	-8
1423	23	29	-8
1424	24	29	-8
1425	25	29	-8
1426	26	29	-8
1427	27	29	-8
1428	28	29	-8
1429	29	29	-8
1430	30	29	-8
1431	31	29	-8
1432	32	29	-8
1433	33	29	-8
1434	34	29	-8
1435	35	29	-8
1436	36	29	-8
1437	37	29	-8
1438	38	29	-8
1439	39	29	-8
1440	40	29	-8
1441	41	29	-8
1442	42	29	-8
1443	43	29	-8
1444	44	29	-8
1445	45	29	-8
1446	46	29	-8
1447	47	29	-8
1448	48	29	-8
1449	49	29	-8
1450	50	29	-8
1451	1	30	-8
1452	2	30	-8
1453	3	30	-8
1454	4	30	-8
1455	5	30	-8
1456	6	30	-8
1457	7	30	-8
1458	8	30	-8
1459	9	30	-8
1460	10	30	-8
1461	11	30	-8
1462	12	30	-8
1463	13	30	-8
1464	14	30	-8
1465	15	30	-8
1466	16	30	-8
1467	17	30	-8
1468	18	30	-8
1469	19	30	-8
1470	20	30	-8
1471	21	30	-8
1472	22	30	-8
1473	23	30	-8
1474	24	30	-8
1475	25	30	-8
1476	26	30	-8
1477	27	30	-8
1478	28	30	-8
1479	29	30	-8
1480	30	30	-8
1481	31	30	-8
1482	32	30	-8
1483	33	30	-8
1484	34	30	-8
1485	35	30	-8
1486	36	30	-8
1487	37	30	-8
1488	38	30	-8
1489	39	30	-8
1490	40	30	-8
1491	41	30	-8
1492	42	30	-8
1493	43	30	-8
1494	44	30	-8
1495	45	30	-8
1496	46	30	-8
1497	47	30	-8
1498	48	30	-8
